vehicle_id,vehicle_type,make,model,model_year,colour,date_stolen,region,region_population,region_density_km2,make_type
1022,Roadbike,Honda,CB1000,2019.0,Black,2022-03-17,Auckland,"1,695,200",343.09,Standard
2387,Hatchback,Subaru,IMPREZA,1998.0,Black,2022-03-17,Wellington,"543,500",67.52,Standard
342,Trailer,Briford,9X4 6 TANDEM,2016.0,Silver,2022-03-17,Wellington,"543,500",67.52,Standard
4181,Hatchback,Toyota,COROLLA,1994.0,Green,2022-03-17,Northland,"201,500",16.11,Standard
4212,Trailer,Mono - Way,TRAILER,2013.0,Silver,2022-03-17,Wellington,"543,500",67.52,Standard
849,Roadbike,Suzuki,DL650,2010.0,Black,2022-03-17,Northland,"201,500",16.11,Standard
209,Trailer,Trailer,T D ENGINEERING,2019.0,Silver,2022-03-17,Taranaki,"127,300",17.55,Standard
779,Hatchback,Toyota,AQUA,2015.0,White,2022-03-17,Wellington,"543,500",67.52,Standard
2722,Stationwagon,Holden,CAPTIVA,2014.0,Gold,2022-03-17,Auckland,"1,695,200",343.09,Standard
1970,Saloon,Subaru,IMPREZA,1995.0,Red,2022-03-17,Auckland,"1,695,200",343.09,Standard
2650,Hatchback,Volkswagen,GOLF,2006.0,Black,2022-03-17,Wellington,"543,500",67.52,Standard
1293,Roadbike,Benelli,502C,2021.0,Red,2022-03-17,Auckland,"1,695,200",343.09,Standard
1611,Saloon,Subaru,IMPREZA,1998.0,White,2022-03-17,Southland,"102,400",3.28,Standard
2883,Hatchback,Honda,FIT,2006.0,Red,2022-03-17,Auckland,"1,695,200",343.09,Standard
746,Saloon,Nissan,SKYLINE,1993.0,Black,2022-03-17,Auckland,"1,695,200",343.09,Standard
2261,Saloon,BMW,540IASE E39,1997.0,White,2022-03-17,Auckland,"1,695,200",343.09,Luxury
3215,Saloon,Mazda,ATENZA,2008.0,White,2022-03-17,Otago,"246,000",7.89,Standard
430,Trailer,Trailer,OLEARY,1979.0,Yellow,2022-03-17,Wellington,"543,500",67.52,Standard
976,Roadbike,Harley Davidson,STREET,2019.0,Black,2022-03-17,Auckland,"1,695,200",343.09,Standard
3327,Stationwagon,Nissan,PRESAGE,2006.0,Silver,2022-03-17,Gisborne,"52,100",6.21,Standard
4113,Trailer,Trailer,HOMEBUILT,2008.0,Silver,2022-03-17,Waikato,"513,800",21.5,Standard
4515,Saloon,Volkswagen,,1975.0,Red,2022-03-17,Auckland,"1,695,200",343.09,Standard
94,Trailer,Trailer,COMPASS-C85,2018.0,Silver,2022-03-18,Auckland,"1,695,200",343.09,Standard
619,Moped,Moped,ELITE STAR 50,2011.0,Red,2022-03-18,Canterbury,"655,000",14.72,Standard
2903,Hatchback,Toyota,VITZ,2005.0,Blue,2022-03-18,Hawke's Bay,"182,700",12.92,Standard
3864,Saloon,Honda,INSPIRE,2008.0,Black,2022-03-18,Auckland,"1,695,200",343.09,Standard
3296,Hatchback,Mazda,DEMIO,2007.0,Grey,2022-03-18,Auckland,"1,695,200",343.09,Standard
4377,Light Bus,Toyota,HIACE,1999.0,Green,2022-03-18,Canterbury,"655,000",14.72,Standard
140,Trailer,Briford,8X4 TANDEM TIPPER,2018.0,Silver,2022-03-18,Canterbury,"655,000",14.72,Standard
1714,Stationwagon,Subaru,TRIBECA,2006.0,Black,2022-03-18,Auckland,"1,695,200",343.09,Standard
391,Boat Trailer,Trailer,MUDGWAY,2000.0,Silver,2022-03-18,Otago,"246,000",7.89,Standard
1373,Utility,Ford,COURIER,2004.0,White,2022-03-18,Auckland,"1,695,200",343.09,Standard
402,Trailer,Factory Built,BRENT SMITH TRAILERS,2017.0,Silver,2022-03-18,Auckland,"1,695,200",343.09,Standard
3835,Hatchback,Mitsubishi,COLT,2005.0,Blue,2022-03-18,Auckland,"1,695,200",343.09,Standard
4450,Light Van,Mazda,E2000,2000.0,White,2022-03-18,Canterbury,"655,000",14.72,Standard
3051,Convertible,Volkswagen,GOLF,1984.0,White,2022-03-18,Auckland,"1,695,200",343.09,Standard
2471,Stationwagon,Holden,COMMODORE,2012.0,Green,2022-03-18,Hawke's Bay,"182,700",12.92,Standard
3927,Hatchback,Toyota,AQUA,2016.0,Silver,2022-03-18,Waikato,"513,800",21.5,Standard
3655,Stationwagon,Isuzu,WIZARD,1996.0,Gold,2022-03-18,Otago,"246,000",7.89,Standard
1649,Saloon,Mercedes-Benz,E,2004.0,Silver,2022-03-18,Auckland,"1,695,200",343.09,Luxury
547,Trailer,Pinto,TRADE WELLSIDE,2017.0,Silver,2022-03-18,Auckland,"1,695,200",343.09,Standard
2170,Utility,Toyota,HILUX,2010.0,Silver,2022-03-18,Otago,"246,000",7.89,Standard
1590,Stationwagon,Nissan,SAFARI,1994.0,Green,2022-03-18,Auckland,"1,695,200",343.09,Standard
2969,Light Van,Mazda,BONGO,2012.0,White,2022-03-18,Auckland,"1,695,200",343.09,Standard
652,Roadbike,Suzuki,GSR,2011.0,Black,2022-03-18,Auckland,"1,695,200",343.09,Standard
3624,Hatchback,Mazda,DEMIO,2012.0,Blue,2022-03-18,Southland,"102,400",3.28,Standard
3293,Saloon,Mitsubishi,LANCER,1996.0,Silver,2022-03-18,Waikato,"513,800",21.5,Standard
1756,Light Van,Toyota,HIACE,1998.0,White,2022-03-18,Auckland,"1,695,200",343.09,Standard
3916,Saloon,Subaru,LEGACY,2009.0,Black,2022-03-18,Auckland,"1,695,200",343.09,Standard
2447,Hatchback,Mazda,DEMIO,2005.0,Silver,2022-03-18,Wellington,"543,500",67.52,Standard
3629,Hatchback,Volkswagen,GOLF,2010.0,Black,2022-03-18,Northland,"201,500",16.11,Standard
1223,Moped,Factory Built,VIVA CITYMASTER,2022.0,Red,2022-03-18,Canterbury,"655,000",14.72,Standard
3285,Other Truck,Toyota,HILUX DOUBLECAB,1990.0,Blue,2022-03-18,Auckland,"1,695,200",343.09,Standard
4447,Saloon,Honda,ACCORD,2000.0,Green,2022-03-18,Auckland,"1,695,200",343.09,Standard
3064,Saloon,Nissan,TIIDA,2005.0,Blue,2022-03-19,Waikato,"513,800",21.5,Standard
4350,Boat Trailer,Hoskings,TANDEM,1994.0,Silver,2022-03-19,Auckland,"1,695,200",343.09,Standard
2418,Hatchback,Mazda,DEMIO,2005.0,Silver,2022-03-19,Waikato,"513,800",21.5,Standard
185,Trailer,Homebuilt,TRAILER,1990.0,Blue,2022-03-19,Wellington,"543,500",67.52,Standard
879,Moped,Yamaha,VCV50,2006.0,Silver,2022-03-19,Gisborne,"52,100",6.21,Standard
2874,Saloon,Nissan,BLUEBIRD,2006.0,Silver,2022-03-19,Auckland,"1,695,200",343.09,Standard
3455,Hatchback,Nissan,JUKE,2011.0,Grey,2022-03-19,Auckland,"1,695,200",343.09,Standard
4326,Stationwagon,Nissan,TERRANO,1992.0,Black,2022-03-19,Northland,"201,500",16.11,Standard
4319,Hatchback,Nissan,SENTRA,1998.0,Silver,2022-03-19,Auckland,"1,695,200",343.09,Standard
1440,Stationwagon,Toyota,HILUX,1995.0,Green,2022-03-19,Nelson,"54,500",129.15,Standard
2174,Stationwagon,Mitsubishi,OUTLANDER,2007.0,Black,2022-03-19,Bay of Plenty,"347,700",28.8,Standard
2132,Utility,Holden,COLORADO,2010.0,Red,2022-03-19,Gisborne,"52,100",6.21,Standard
3818,Other Truck,Fuso,CANTER 616-CITY-TIP,2021.0,White,2022-03-19,Auckland,"1,695,200",343.09,Standard
1159,Stationwagon,Toyota,HILUX,1996.0,Blue,2022-03-19,Canterbury,"655,000",14.72,Standard
2072,Utility,Mazda,BOUNTY,2005.0,Silver,2022-03-19,Gisborne,"52,100",6.21,Standard
1699,Light Van,Mitsubishi,L300,2006.0,White,2022-03-19,Auckland,"1,695,200",343.09,Standard
3567,Stationwagon,Mitsubishi,OUTLANDER,2007.0,Black,2022-03-19,Auckland,"1,695,200",343.09,Standard
3893,Stationwagon,Toyota,COROLLA,2016.0,White,2022-03-19,Waikato,"513,800",21.5,Standard
122,Boat Trailer,Trailer,MCLAY,2017.0,Silver,2022-03-19,Gisborne,"52,100",6.21,Standard
4062,Trailer,Trailer,HOMEBUILT,2001.0,Green,2022-03-19,Canterbury,"655,000",14.72,Standard
2381,Stationwagon,Toyota,HILUX,1997.0,Black,2022-03-19,Canterbury,"655,000",14.72,Standard
1643,Saloon,Honda,ACCORD,2006.0,Gold,2022-03-19,Waikato,"513,800",21.5,Standard
718,Roadbike,Yamaha,XJ6,2014.0,White,2022-03-19,Auckland,"1,695,200",343.09,Standard
822,Utility,Ford,COURIER,2002.0,White,2022-03-19,Hawke's Bay,"182,700",12.92,Standard
1246,Moped,Factory Built,YIBEN,2021.0,White,2022-03-19,Auckland,"1,695,200",343.09,Standard
453,Roadbike,Suzuki,SJ125,2004.0,Red,2022-03-19,Canterbury,"655,000",14.72,Standard
2706,Saloon,Audi,TT,2004.0,Black,2022-03-19,Canterbury,"655,000",14.72,Standard
97,Roadbike,Honda,VT,2005.0,Red,2022-03-19,Auckland,"1,695,200",343.09,Standard
4116,Trailer,Trailer,HOMEBUILT,2011.0,Black,2022-03-19,Bay of Plenty,"347,700",28.8,Standard
1766,Utility,Ford,COURIER,2005.0,Blue,2022-03-19,Hawke's Bay,"182,700",12.92,Standard
119,Boat Trailer,Trojan,JET SKI,2022.0,Black,2022-03-19,Auckland,"1,695,200",343.09,Standard
480,Boat Trailer,Trailer,HOMEBUILT,2017.0,Silver,2022-03-20,Canterbury,"655,000",14.72,Standard
1163,Hatchback,Volkswagen,GOLF,2003.0,Black,2022-03-20,Bay of Plenty,"347,700",28.8,Standard
3766,Stationwagon,Nissan,LAFESTA,2012.0,Grey,2022-03-20,Auckland,"1,695,200",343.09,Standard
107,Trailer,Trailer,HOMEMADE,1980.0,Blue,2022-03-20,Nelson,"54,500",129.15,Standard
2662,Hatchback,Nissan,TIIDA,2004.0,Silver,2022-03-20,Waikato,"513,800",21.5,Standard
3394,Utility,Toyota,HILUX,2005.0,Silver,2022-03-20,Nelson,"54,500",129.15,Standard
1112,Saloon,Mitsubishi,LANCER,2003.0,Silver,2022-03-20,Manawatū-Whanganui,"258,200",11.62,Standard
2926,Saloon,Nissan,BLUEBIRD,2006.0,White,2022-03-20,Auckland,"1,695,200",343.09,Standard
268,Trailer,Homebuilt,TRAILER,2004.0,Blue,2022-03-20,Canterbury,"655,000",14.72,Standard
3531,Utility,Ford,COURIER,2004.0,Green,2022-03-20,Bay of Plenty,"347,700",28.8,Standard
2836,Saloon,Subaru,IMPREZA,2009.0,Silver,2022-03-20,Auckland,"1,695,200",343.09,Standard
1181,Utility,Mazda,BOUNTY,2004.0,Silver,2022-03-20,Otago,"246,000",7.89,Standard
3541,Hatchback,Suzuki,SWIFT,2012.0,Grey,2022-03-20,Gisborne,"52,100",6.21,Standard
755,Stationwagon,Toyota,SCEPTER,1995.0,Red,2022-03-20,Canterbury,"655,000",14.72,Standard
2476,Stationwagon,Mitsubishi,OUTLANDER,2005.0,Black,2022-03-20,Auckland,"1,695,200",343.09,Standard
1976,Hatchback,Mazda,DEMIO,2004.0,Blue,2022-03-20,Canterbury,"655,000",14.72,Standard
4060,Boat Trailer,Homebuilt,BOAT TRAILER,1990.0,Grey,2022-03-20,Waikato,"513,800",21.5,Standard
3348,Stationwagon,Toyota,HILUX,1994.0,Red,2022-03-20,Northland,"201,500",16.11,Standard
3509,Utility,Ford,COURIER,2000.0,White,2022-03-20,Canterbury,"655,000",14.72,Standard
2279,Utility,Toyota,HILUX,2011.0,Black,2022-03-20,Gisborne,"52,100",6.21,Standard
1713,Utility,Mazda,BOUNTY,2006.0,Silver,2022-03-20,Auckland,"1,695,200",343.09,Standard
3833,Saloon,BMW,328I,2012.0,Brown,2022-03-20,Auckland,"1,695,200",343.09,Luxury
3297,Saloon,Ford,MONDEO,2006.0,Silver,2022-03-20,Auckland,"1,695,200",343.09,Standard
4329,Utility,Ford,COURIER,1998.0,Blue,2022-03-20,Bay of Plenty,"347,700",28.8,Standard
1681,Stationwagon,Subaru,LEGACY,2001.0,White,2022-03-20,Northland,"201,500",16.11,Standard
2255,Hatchback,Mazda,DEMIO,2003.0,Purple,2022-03-20,Gisborne,"52,100",6.21,Standard
975,Roadbike,Kawasaki,ER,2014.0,White,2022-03-20,Auckland,"1,695,200",343.09,Standard
1687,Utility,Ford,COURIER,2005.0,White,2022-03-20,Canterbury,"655,000",14.72,Standard
596,Trailer,Titan,DOMESTIC TRAILER,2018.0,Silver,2022-03-21,Gisborne,"52,100",6.21,Standard
4098,Saloon,Honda,CIVIC 4DR LX AUTO,1992.0,Silver,2022-03-21,Auckland,"1,695,200",343.09,Standard
2422,Stationwagon,Toyota,ESTIMA,1999.0,Silver,2022-03-21,Auckland,"1,695,200",343.09,Standard
1623,Light Van,Nissan,PATROL,1996.0,Green,2022-03-21,Auckland,"1,695,200",343.09,Standard
3277,Saloon,Toyota,MARKX,2008.0,Silver,2022-03-21,Northland,"201,500",16.11,Standard
4152,Utility,Nissan,NAVARA,1994.0,Blue,2022-03-21,Taranaki,"127,300",17.55,Standard
4008,Saloon,Holden,COMMODORE,2004.0,Blue,2022-03-21,Waikato,"513,800",21.5,Standard
2834,Stationwagon,Mazda,PREMACY,2005.0,Silver,2022-03-21,Northland,"201,500",16.11,Standard
1665,Utility,Toyota,HILUX,2006.0,White,2022-03-21,Manawatū-Whanganui,"258,200",11.62,Standard
4017,Stationwagon,Kia,SORENTO,2022.0,Grey,2022-03-21,Auckland,"1,695,200",343.09,Standard
3807,Utility,Nissan,NAVARA,2021.0,Grey,2022-03-21,Canterbury,"655,000",14.72,Standard
4081,Trailer,Briford,6X4,1993.0,Blue,2022-03-21,Canterbury,"655,000",14.72,Standard
3914,Stationwagon,BMW,X5,2012.0,White,2022-03-21,Auckland,"1,695,200",343.09,Luxury
1554,Stationwagon,Toyota,PRADO,1996.0,Blue,2022-03-21,Taranaki,"127,300",17.55,Standard
3269,Saloon,Subaru,LEGACY,2001.0,Silver,2022-03-21,Northland,"201,500",16.11,Standard
4164,Trailer,Trailer,HOMEBUILT,2012.0,Silver,2022-03-21,Auckland,"1,695,200",343.09,Standard
4034,Saloon,Nissan,PRIMERA,1996.0,Grey,2022-03-21,Wellington,"543,500",67.52,Standard
3294,Stationwagon,Nissan,X-TRAIL,2006.0,Black,2022-03-21,Auckland,"1,695,200",343.09,Standard
3483,Hatchback,Volkswagen,GOLF,2007.0,Black,2022-03-21,Auckland,"1,695,200",343.09,Standard
456,Caravan,Caravan,CI MUNRO,1977.0,White,2022-03-21,Auckland,"1,695,200",343.09,Standard
1582,Stationwagon,Holden,COMMODORE,2006.0,Silver,2022-03-21,Auckland,"1,695,200",343.09,Standard
3889,Saloon,BMW,530I,2005.0,White,2022-03-21,Manawatū-Whanganui,"258,200",11.62,Luxury
842,Moped,TNT Motor,ROMA,2017.0,Red,2022-03-21,Canterbury,"655,000",14.72,Standard
1128,Hatchback,Daihatsu,CHARADE,2003.0,Green,2022-03-21,Hawke's Bay,"182,700",12.92,Standard
4162,Trailer,Trailer,LOCAL,2012.0,Silver,2022-03-21,Wellington,"543,500",67.52,Standard
3060,Hatchback,Mazda,AXELA,2006.0,White,2022-03-21,Canterbury,"655,000",14.72,Standard
2373,Hatchback,Toyota,IST,2002.0,Red,2022-03-21,Auckland,"1,695,200",343.09,Standard
88,Trailer,Trailer,LOCAL,1984.0,Yellow,2022-03-21,Auckland,"1,695,200",343.09,Standard
3245,Trailer,Trailer,HOMEMADE,2008.0,Blue,2022-03-21,Otago,"246,000",7.89,Standard
2063,Trailer,Trailer,RACEWELL,2005.0,Silver,2022-03-21,Waikato,"513,800",21.5,Standard
1990,Utility,Ford,RANGER,2008.0,Silver,2022-03-21,Auckland,"1,695,200",343.09,Standard
53,Roadbike,Yamaha,XTZ660BG,1995.0,Blue,2022-03-21,Nelson,"54,500",129.15,Standard
2994,Stationwagon,Ford,TERRITORY,2006.0,Red,2022-03-21,Northland,"201,500",16.11,Standard
148,Trailer,Factory Built,DOMESTIC TRAILER,2015.0,Silver,2022-03-21,Northland,"201,500",16.11,Standard
2483,Stationwagon,Jeep,COMPASS,2018.0,Black,2022-03-21,Auckland,"1,695,200",343.09,Standard
3711,Utility,Ford,COURIER,2004.0,White,2022-03-21,Waikato,"513,800",21.5,Standard
2667,Light Van,Toyota,HIACE,2006.0,Red,2022-03-21,Wellington,"543,500",67.52,Standard
777,Saloon,Ford,FALCON,2002.0,Black,2022-03-21,Canterbury,"655,000",14.72,Standard
3230,Saloon,Mazda,ATENZA,2008.0,White,2022-03-21,Bay of Plenty,"347,700",28.8,Standard
1468,Saloon,Holden,VX COMMODORE,2002.0,Grey,2022-03-21,Taranaki,"127,300",17.55,Standard
252,Trailer,Factory Built,DOMESTIC TRAILER,2019.0,Silver,2022-03-21,Wellington,"543,500",67.52,Standard
2067,Trailer,Trailer,EVENTS,2005.0,White,2022-03-21,Bay of Plenty,"347,700",28.8,Standard
2029,Stationwagon,Honda,ACCORD,1999.0,Silver,2022-03-21,Wellington,"543,500",67.52,Standard
1234,Roadbike,Honda,CBR,2021.0,Grey,2022-03-21,Hawke's Bay,"182,700",12.92,Standard
3408,Utility,Holden,CREWMAN,2005.0,Black,2022-03-21,Gisborne,"52,100",6.21,Standard
3227,Hatchback,Toyota,COROLLA,2017.0,Black,2022-03-21,Auckland,"1,695,200",343.09,Standard
947,Roadbike,Yamaha,WR250,2017.0,Blue,2022-03-21,Nelson,"54,500",129.15,Standard
2475,Hatchback,Suzuki,SWIFT,2012.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
2105,Stationwagon,Mitsubishi,PAJERO,1991.0,Green,2022-03-22,Hawke's Bay,"182,700",12.92,Standard
4449,Utility,Toyota,HILUX,2000.0,White,2022-03-22,Canterbury,"655,000",14.72,Standard
4505,Saloon,Nissan,MAXIMA,2001.0,Red,2022-03-22,Bay of Plenty,"347,700",28.8,Standard
263,Trailer,Trailer,UTILITY,2016.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
4031,Light Van,Mercedes-Benz,SPRINTER,2018.0,Yellow,2022-03-22,Auckland,"1,695,200",343.09,Luxury
4054,Trailer - Heavy,Trailer,SULLAIR 185,2010.0,Yellow,2022-03-22,Waikato,"513,800",21.5,Standard
2660,Hatchback,Nissan,TIIDA,2004.0,Grey,2022-03-22,Auckland,"1,695,200",343.09,Standard
2469,Hatchback,Suzuki,SWIFT,2012.0,Orange,2022-03-22,Auckland,"1,695,200",343.09,Standard
1157,Hatchback,Mazda,DEMIO,1998.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
2015,Light Van,Toyota,HIACE,2000.0,White,2022-03-22,Waikato,"513,800",21.5,Standard
3387,Stationwagon,Nissan,TEANA,2006.0,Green,2022-03-22,Auckland,"1,695,200",343.09,Standard
4348,Trailer,Trailer,KEA KC95,2014.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
3142,Hatchback,Toyota,BB,2006.0,Blue,2022-03-22,Auckland,"1,695,200",343.09,Standard
3618,Hatchback,Toyota,COROLLA,2019.0,White,2022-03-22,Wellington,"543,500",67.52,Standard
925,Roadbike,Kawasaki,EX,2018.0,Black,2022-03-22,Auckland,"1,695,200",343.09,Standard
2933,Stationwagon,Mazda,MPV,2006.0,Grey,2022-03-22,Waikato,"513,800",21.5,Standard
1398,Light Van,Toyota,HIACE,1996.0,White,2022-03-22,Auckland,"1,695,200",343.09,Standard
3084,Hatchback,Nissan,MARCH,2006.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
3289,Saloon,Toyota,MARKX,2004.0,Silver,2022-03-22,Canterbury,"655,000",14.72,Standard
1278,Roadbike,Suzuki,GSX150DF,2022.0,Black,2022-03-22,Auckland,"1,695,200",343.09,Standard
3902,Hatchback,Toyota,AQUA,2013.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
3416,Stationwagon,Chrysler,PT CRUISER,2002.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
2128,Convertible,BMW,Z4,2004.0,Black,2022-03-22,Auckland,"1,695,200",343.09,Luxury
2197,Stationwagon,Mazda,DEMIO,2003.0,White,2022-03-22,Auckland,"1,695,200",343.09,Standard
3412,Hatchback,Nissan,BLUEBIRD,1992.0,White,2022-03-22,Otago,"246,000",7.89,Standard
2002,Saloon,Holden,EPICA,2008.0,Silver,2022-03-22,Auckland,"1,695,200",343.09,Standard
2198,Saloon,Mazda,ATENZA,2002.0,Silver,2022-03-22,Wellington,"543,500",67.52,Standard
855,All Terrain Vehicle,Yamaha,YXM700DE,2014.0,Blue,2022-03-22,Northland,"201,500",16.11,Standard
2761,Stationwagon,Mazda,DEMIO,2004.0,Blue,2022-03-22,Auckland,"1,695,200",343.09,Standard
313,Trailer,Homebuilt,LOCAL,1989.0,Grey,2022-03-22,Waikato,"513,800",21.5,Standard
2268,Stationwagon,Nissan,WINGROAD,2005.0,White,2022-03-22,Canterbury,"655,000",14.72,Standard
3726,Trailer,Trailer,CB TRANSPORTERS,2009.0,Silver,2022-03-22,Waikato,"513,800",21.5,Standard
3422,Hatchback,Toyota,YARIS,2018.0,White,2022-03-22,Auckland,"1,695,200",343.09,Standard
4384,Utility,Nissan,DATSUN,1991.0,Gold,2022-03-22,Auckland,"1,695,200",343.09,Standard
3871,Hatchback,Chevrolet,CRUZE,2005.0,Black,2022-03-23,Auckland,"1,695,200",343.09,Standard
1208,Moped,TNT Motor,ROMA,2020.0,Black,2022-03-23,Wellington,"543,500",67.52,Standard
1992,Stationwagon,Nissan,TERRANO,1998.0,Blue,2022-03-23,Waikato,"513,800",21.5,Standard
1358,Utility,Ford,COURIER,2004.0,White,2022-03-23,Otago,"246,000",7.89,Standard
3117,Sports Car,Mazda,EUNOS,1991.0,Green,2022-03-23,Waikato,"513,800",21.5,Standard
4410,Utility,Mazda,BOUNTY,2000.0,Red,2022-03-23,Otago,"246,000",7.89,Standard
2020,Saloon,Toyota,CAMRY,2008.0,Blue,2022-03-23,Auckland,"1,695,200",343.09,Standard
2998,Hatchback,Nissan,TIIDA,2007.0,Gold,2022-03-23,Auckland,"1,695,200",343.09,Standard
1894,Stationwagon,Mazda,MAZDA6,2007.0,Gold,2022-03-23,Manawatū-Whanganui,"258,200",11.62,Standard
75,Saloon,BMW,323I,2007.0,White,2022-03-23,Auckland,"1,695,200",343.09,Luxury
4155,Utility,Nissan,NAVARA,2005.0,Black,2022-03-23,Auckland,"1,695,200",343.09,Standard
3516,Saloon,Audi,A4,2010.0,Silver,2022-03-23,Auckland,"1,695,200",343.09,Standard
2872,Stationwagon,Subaru,FORESTER,2004.0,Black,2022-03-23,Manawatū-Whanganui,"258,200",11.62,Standard
757,Saloon,Nissan,PULSAR,1995.0,Blue,2022-03-23,Hawke's Bay,"182,700",12.92,Standard
649,Roadbike,Harley Davidson,XL,2007.0,Black,2022-03-23,Wellington,"543,500",67.52,Standard
4192,Light Van,Mitsubishi,DELICA,1990.0,White,2022-03-23,Auckland,"1,695,200",343.09,Standard
1467,Utility,Mazda,BOUNTY,2005.0,Red,2022-03-23,Otago,"246,000",7.89,Standard
1090,Utility,Ford,COURIER,2003.0,Gold,2022-03-23,Bay of Plenty,"347,700",28.8,Standard
3232,Flat Deck Truck,Ford,2TON TRADE,1983.0,Cream,2022-03-23,Auckland,"1,695,200",343.09,Standard
1244,Moped,Forza,CICLONE,2021.0,Black,2022-03-23,Canterbury,"655,000",14.72,Standard
1752,Light Van,Mitsubishi,L300,2007.0,White,2022-03-23,Wellington,"543,500",67.52,Standard
2110,Saloon,Nissan,BLUEBIRD,2002.0,Red,2022-03-23,Auckland,"1,695,200",343.09,Standard
3754,Hatchback,Toyota,AQUA,2015.0,White,2022-03-23,Auckland,"1,695,200",343.09,Standard
2133,Saloon,Lexus,IS350,2007.0,White,2022-03-23,Auckland,"1,695,200",343.09,Luxury
2785,Hatchback,Mazda,DEMIO,2005.0,Purple,2022-03-23,Wellington,"543,500",67.52,Standard
1966,Stationwagon,Holden,COMMODORE,2008.0,Blue,2022-03-23,Northland,"201,500",16.11,Standard
266,Trailer,Titan,8X5 SINGLE,2016.0,Silver,2022-03-23,Auckland,"1,695,200",343.09,Standard
2702,Hatchback,Mazda,DEMIO,2004.0,Black,2022-03-23,Auckland,"1,695,200",343.09,Standard
3743,Light Van,Toyota,HIACE,1997.0,Silver,2022-03-23,Auckland,"1,695,200",343.09,Standard
2427,Stationwagon,Mazda,ATENZA,2002.0,White,2022-03-23,Auckland,"1,695,200",343.09,Standard
3445,Stationwagon,Toyota,COROLLA,2003.0,Silver,2022-03-23,Auckland,"1,695,200",343.09,Standard
3738,Hatchback,Mazda,DEMIO,2006.0,Blue,2022-03-23,Auckland,"1,695,200",343.09,Standard
1834,Stationwagon,Subaru,LEGACY,2000.0,White,2022-03-23,Auckland,"1,695,200",343.09,Standard
2489,Stationwagon,Toyota,IPSUM,2005.0,White,2022-03-23,Auckland,"1,695,200",343.09,Standard
818,Saloon,Holden,VX COMMODORE,2002.0,White,2022-03-23,Canterbury,"655,000",14.72,Standard
3281,Stationwagon,Mitsubishi,PAJERO,2007.0,Silver,2022-03-23,Wellington,"543,500",67.52,Standard
3066,Stationwagon,Subaru,LEGACY,2012.0,Grey,2022-03-23,Northland,"201,500",16.11,Standard
3069,Hatchback,Suzuki,SX4,2009.0,White,2022-03-23,Manawatū-Whanganui,"258,200",11.62,Standard
1923,Stationwagon,Subaru,LEGACY,2002.0,White,2022-03-24,Canterbury,"655,000",14.72,Standard
3536,Stationwagon,Subaru,LEGACY,2008.0,Blue,2022-03-24,Northland,"201,500",16.11,Standard
3521,Saloon,BMW,550I,2008.0,Silver,2022-03-24,Bay of Plenty,"347,700",28.8,Luxury
1122,Saloon,Mitsubishi,LANCER,2000.0,Grey,2022-03-24,Wellington,"543,500",67.52,Standard
1973,Stationwagon,Subaru,IMPREZA,1997.0,White,2022-03-24,Manawatū-Whanganui,"258,200",11.62,Standard
3991,Stationwagon,Toyota,HILUX,1998.0,Silver,2022-03-24,Canterbury,"655,000",14.72,Standard
1964,Other Truck,Isuzu,FORWARD,2000.0,Red,2022-03-24,Canterbury,"655,000",14.72,Standard
1589,Utility,Ford,COURIER,2006.0,White,2022-03-24,Otago,"246,000",7.89,Standard
1340,Roadbike,KTM,690,2022.0,Black,2022-03-24,Auckland,"1,695,200",343.09,Standard
65,Trailer,Trailer,PRESCOTT,2014.0,Silver,2022-03-24,Bay of Plenty,"347,700",28.8,Standard
2709,Stationwagon,Kia,SORENTO,2014.0,Silver,2022-03-24,Bay of Plenty,"347,700",28.8,Standard
2352,Saloon,Toyota,ALTEZZA,2000.0,Silver,2022-03-24,Auckland,"1,695,200",343.09,Standard
3217,Utility,Ford,COURIER,2002.0,Blue,2022-03-24,Taranaki,"127,300",17.55,Standard
427,Saloon,BMW,730I,2014.0,White,2022-03-24,Auckland,"1,695,200",343.09,Luxury
2583,Boat Trailer,Trailer,HOSKING,2006.0,Grey,2022-03-24,Bay of Plenty,"347,700",28.8,Standard
4134,Stationwagon,Audi,RS4,2021.0,Black,2022-03-24,Waikato,"513,800",21.5,Standard
93,Trailer,Homebuilt,TRAILER,1996.0,Silver,2022-03-24,Auckland,"1,695,200",343.09,Standard
3438,Hatchback,Nissan,TIIDA,2008.0,Silver,2022-03-24,Auckland,"1,695,200",343.09,Standard
389,Trailer,Homebuilt,TRAILER,2020.0,Silver,2022-03-24,Hawke's Bay,"182,700",12.92,Standard
1824,Stationwagon,Toyota,EMINA,1994.0,Green,2022-03-24,Auckland,"1,695,200",343.09,Standard
3024,Hatchback,Nissan,TIIDA,2007.0,Black,2022-03-24,Auckland,"1,695,200",343.09,Standard
